종목명,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,조회일자,종목코드,매출액,영업이익,당기순이익,영업이익률,순이익률,상장주식수,외국인한도주식수(A),외국인보유주식수(B),외국인소진율(B/A),동일업종 PER,동일업종 등락률,코스피/코스닥,시가총액(억원),시가총액순위(전처리),52주최고,52주최저,52주차액,52주차액비율,현재-최고가,현재/최고가비율,목표주가,투자의견,매수매도,PBR,PPS,BPS,PER(배),EPS(원),PBR(배),BPS(원),배당수익률(%)
카이노스메드 *,11450.0,1520.0,+15.31%,9610.0,9930.0,125641.0,1413.0,0.0,2022-07-12,284620,,,,,,22322396,22322396,828098,3.71%,106.06,+0.27%,코스닥,2219,362,21510,8629,12881,2.4927569822690927,-10060.0,0.5323105532310554,,,,125.82배 , 79원, 79원,,-770.0,125.82,79.0,
일동제약,38350.0,2900.0,+8.18%,36600.0,36650.0,1291093.0,49785.0,6060869.0,2022-07-12,249420,1530.0,-60.0,-210.0,-3.92,-13.73,26803285,26803285,1088414,4.06%,106.06,+0.29%,코스피,1949,200,79500,12400,67100,6.411290322580645,-41150.0,0.48238993710691824,50000.0,4.0,매수,5.47배 ," 7,471원"," 7,471원",,-8637.0,5.47,7471.0,
이글벳 *,6640.0,470.0,+7.62%,6050.0,6150.0,362894.0,2395.0,31238.0,2022-07-12,044960,,,,,,12641883,12641883,139638,1.10%,106.06,+0.27%,코스닥,803,996,9700,5600,4100,1.7321428571428572,-3060.0,0.6845360824742268,,,,1.87배 ," 3,391원"," 3,391원",21.03,302.0,1.87,3391.0,0.79
애드바이오텍 *,5000.0,230.0,+4.82%,4715.0,4950.0,18666.0,91.0,54126.0,2022-07-12,179530,,,,,,9140444,9140444,270546,2.96%,106.06,+0.29%,코스닥,448,1357,11400,4485,6915,2.5418060200668897,-6400.0,0.43859649122807015,,,,,,,,-347.0,3.2,1530.0,
신풍제약우,48600.0,1600.0,+3.40%,48650.0,48700.0,2085.0,101.0,29385.0,2022-07-12,019175,,,,,,2200000,2200000,8518,0.39%,106.06,+0.27%,코스피,1032,794,135000,30950,104050,4.361873990306947,-86400.0,0.36,,,,6.91배 ," 6,792원"," 6,792원",,-333.0,6.91,6792.0,
국제약품,6000.0,170.0,+2.92%,5790.0,5830.0,128649.0,768.0,2115335.0,2022-07-12,002720,,,,,,20195149,20195149,265688,1.32%,106.06,+0.27%,코스피,1200,728,9051,4050,5001,2.234814814814815,-3051.0,0.6629101756711966,,,,1.62배 ," 3,660원"," 3,660원",,-13.0,1.62,3660.0,
지놈앤컴퍼니 *,19750.0,550.0,+2.86%,19100.0,19150.0,14122.0,274.0,286561.0,2022-07-12,314130,,,,,,14079521,14079521,83153,0.59%,106.06,+0.22%,코스닥,2823,253,57600,15350,42250,3.752442996742671,-37850.0,0.3428819444444444,,,,3.06배 ," 6,562원"," 6,562원",,-2584.0,3.06,6562.0,
현대약품,6010.0,160.0,+2.74%,5850.0,5860.0,820250.0,4969.0,5026102.0,2022-07-12,004310,,,,,,32000000,32000000,400690,1.25%,106.06,+0.29%,코스피,2051,575,7200,3780,3420,1.9047619047619047,-1190.0,0.8347222222222223,,,,,,,,-32.0,2.06,3115.0,0.47
대원제약,18800.0,500.0,+2.73%,18550.0,18600.0,148304.0,2775.0,697751.0,2022-07-12,003220,1115.0,97.0,54.0,8.74,4.8,21842836,21842836,3893057,17.82%,106.06,+0.22%,코스피,4117,362,23712,13341,10371,1.7773780076456038,-4912.0,0.7928475033738192,23200.0,4.0,매수,1.78배 ," 10,611원"," 10,611원",16.1,1171.0,1.78,10611.0,1.03
일동홀딩스,31250.0,800.0,+2.63%,31600.0,31650.0,406833.0,12970.0,3242445.0,2022-07-12,000230,,,,,,11540400,11540400,152070,1.32%,106.06,+0.29%,코스피,3641,407,59200,10950,48250,5.406392694063927,-27950.0,0.5278716216216216,,,,6.22배 ," 5,075원"," 5,075원",,-9723.0,6.22,5075.0,0.32
동화약품,11150.0,250.0,+2.29%,10900.0,10950.0,35622.0,394.0,184120.0,2022-07-12,000020,,,,,,27931470,27931470,1442994,5.17%,106.06,+0.29%,코스피,3086,445,21550,8920,12630,2.4159192825112106,-10400.0,0.5174013921113689,,,,0.88배 ," 12,519원"," 12,519원",17.48,632.0,0.88,12519.0,1.63
셀트리온,189500.0,3500.0,+1.88%,185000.0,185500.0,104962.0,19890.0,344098.0,2022-07-12,068270,5211.0,1686.0,1431.0,32.36,27.46,140767851,140767851,28971049,20.58%,106.06,+0.27%,코스피,263940,12,294935,139000,155935,2.1218345323741006,-105435.0,0.6425144523369556,210200.0,4.0,매수,6.92배 ," 27,110원"," 27,110원",52.29,3586.0,6.92,27110.0,0.39
이연제약,25950.0,450.0,+1.76%,25500.0,25550.0,118248.0,3095.0,715435.0,2022-07-12,102460,,,,,,17998577,17998577,247984,1.38%,106.06,+0.27%,코스피,4644,335,73000,19600,53400,3.7244897959183674,-47050.0,0.35547945205479453,,,,1.94배 ," 13,291원"," 13,291원",73.71,350.0,1.94,13291.0,0.97
종근당,90800.0,1500.0,+1.68%,89300.0,89700.0,4155.0,374.0,13263.0,2022-07-12,185750,,,,,,11988038,11988038,868273,7.24%,106.06,+0.22%,코스피,1813,200,137454,84200,53254,1.6324703087885986,-46654.0,0.6605846319495977,114444.0,4.0,매수,1.87배 ," 48,208원"," 48,208원",23.98,3762.0,1.87,48208.0,1.06
부광약품,9020.0,140.0,+1.58%,8680.0,8880.0,94223.0,849.0,396841.0,2022-07-12,003000,,,,,,71063049,71063049,5022085,7.07%,106.06,+0.29%,코스피,6431,285,23500,7880,15620,2.982233502538071,-14480.0,0.38382978723404254,,,,2.38배 ," 3,801원"," 3,801원",3016.67,3.0,2.38,3801.0,1.11
KPX생명과학 *,5780.0,90.0,+1.58%,5690.0,5700.0,251860.0,1467.0,2783528.0,2022-07-12,114450,,,,,,15000000,15000000,80709,0.54%,106.06,+0.29%,코스닥,860,949,12700,3905,8795,3.2522407170294496,-6920.0,0.45511811023622045,,,,1.52배 ," 3,760원"," 3,760원",,-168.0,1.52,3760.0,
유나이티드제약,24500.0,350.0,+1.45%,24250.0,24350.0,9855.0,241.0,69168.0,2022-07-12,033270,,,,,,16244822,16244822,1417068,8.72%,106.06,+0.29%,코스피,4004,372,63400,20550,42850,3.0851581508515813,-38900.0,0.3864353312302839,,,,1.19배 ," 20,701원"," 20,701원",12.94,1905.0,1.19,20701.0,1.5
신풍제약,26000.0,350.0,+1.36%,26150.0,26200.0,178919.0,4713.0,1070194.0,2022-07-12,019170,,,,,,52984990,52984990,3258111,6.15%,106.06,+0.27%,코스피,13511,171,79000,19900,59100,3.969849246231156,-53000.0,0.3291139240506329,,,,3.75배 ," 6,792원"," 6,792원",,-333.0,3.75,6792.0,
바이오플러스 *,30400.0,400.0,+1.33%,30050.0,30250.0,51556.0,1560.0,434874.0,2022-07-12,099430,135.0,64.0,51.0,47.16,37.78,14482716,14482716,161205,1.11%,106.06,+0.29%,코스닥,4606,132,43000,20350,22650,2.113022113022113,-12600.0,0.7069767441860465,36333.0,4.0,매수,5.42배 ," 5,871원"," 5,871원",37.99,837.0,5.42,5871.0,
일양약품우,26000.0,300.0,+1.17%,25700.0,26000.0,199.0,5.0,2409.0,2022-07-12,007575,,,,,,445080,445080,1168,0.26%,106.06,+0.29%,코스피,114,1448,44500,24000,20500,1.8541666666666667,-18500.0,0.5842696629213483,,,,2.12배 ," 12,149원"," 12,149원",25.1,1024.0,2.12,12149.0,0.88
셀트리온헬스케어 *,72500.0,800.0,+1.12%,71100.0,71500.0,126241.0,9176.0,604127.0,2022-07-12,091990,4522.0,596.0,480.0,13.17,10.61,158154885,158154885,24365846,15.41%,106.06,+0.22%,코스닥,114504,1,123383,53800,69583,2.293364312267658,-50883.0,0.5876012092427644,85500.0,4.0,매수,5.53배 ," 13,091원"," 13,091원",69.55,1041.0,5.53,13091.0,0.35
삼일제약,7970.0,70.0,+0.89%,7750.0,7850.0,22571.0,179.0,401491.0,2022-07-12,000520,,,,,,13701645,13701645,423083,3.09%,106.06,+0.29%,코스피,1128,756,11700,6740,4960,1.7359050445103859,-3730.0,0.6811965811965812,,,,1.59배 ," 5,179원"," 5,179원",,-416.0,1.59,5179.0,0.97
티움바이오 *,16950.0,150.0,+0.89%,16900.0,16950.0,19458.0,333.0,76979.0,2022-07-12,321550,,,,,,23976226,23976226,37429,0.16%,106.06,+0.29%,코스닥,4100,155,27100,14800,12300,1.8310810810810811,-10150.0,0.6254612546125461,,,,5.12배 ," 3,342원"," 3,342원",,-1307.0,5.12,3342.0,
종근당바이오,29250.0,250.0,+0.86%,28900.0,29000.0,3015.0,87.0,24035.0,2022-07-12,063160,448.0,,,,,5485962,5485962,85105,1.55%,106.06,+0.27%,코스피,1618,642,61700,24900,36800,2.4779116465863456,-32450.0,0.4740680713128039,,,,1.01배 ," 29,223원"," 29,223원",,-1061.0,1.01,29223.0,0.34
에이비온 *,8650.0,70.0,+0.82%,8580.0,8610.0,4081.0,35.0,120653.0,2022-07-12,203400,,,,,,18824687,18824687,115575,0.61%,106.06,+0.29%,코스닥,1568,518,26450,6970,19480,3.7948350071736012,-17800.0,0.3270321361058601,,,,5.23배 ," 1,594원"," 1,594원",,-2695.0,5.23,1594.0,
대성미생물 *,12400.0,100.0,+0.81%,12450.0,12500.0,335.0,4.0,7243.0,2022-07-12,036480,,,,,,3800000,3800000,41825,1.10%,106.06,+0.27%,코스닥,464,1338,21050,10000,11050,2.105,-8650.0,0.5890736342042755,,,,1.21배 ," 10,118원"," 10,118원",18.05,676.0,1.21,10118.0,0.62
지엘팜텍 *,909.0,7.0,+0.78%,890.0,902.0,567.0,1.0,62688.0,2022-07-12,204840,,,,,,62104061,62104061,241661,0.39%,106.06,+0.29%,코스닥,553,1244,1535,801,734,1.916354556803995,-626.0,0.5921824104234528,,,,3.76배 , 237원, 237원,,-78.0,3.76,237.0,
팜젠사이언스,8320.0,60.0,+0.73%,8370.0,8380.0,83678.0,704.0,721938.0,2022-07-12,004720,,,,,,15477041,15477041,355740,2.30%,106.06,+0.29%,코스피,1299,705,15900,5870,10030,2.708688245315162,-7580.0,0.5232704402515723,,,,0.69배 ," 12,225원"," 12,225원",1.84,4557.0,0.69,12225.0,
바이넥스 *,15300.0,100.0,+0.66%,15200.0,15250.0,36806.0,563.0,318843.0,2022-07-12,053030,374.0,48.0,,12.72,,31761048,31761048,2377741,7.49%,106.06,+0.22%,코스닥,4875,123,21250,11400,9850,1.8640350877192982,-5950.0,0.72,19500.0,4.0,매수,2.61배 ," 5,888원"," 5,888원",38.76,396.0,2.61,5888.0,
한독,18100.0,100.0,+0.56%,18000.0,18800.0,282.0,5.0,15334.0,2022-07-12,002390,,,,,,13763533,13763533,192845,1.40%,106.06,+0.27%,코스피,2422,514,28150,16350,11800,1.7217125382262997,-10050.0,0.6429840142095915,,,,0.66배 ," 26,515원"," 26,515원",139.68,126.0,0.66,26515.0,1.99
에스티팜 *,96500.0,500.0,+0.52%,95100.0,95500.0,4722.0,455.0,70009.0,2022-07-12,237690,486.0,36.0,27.0,7.4,5.6,18808775,18808775,0,0.00%,106.06,+0.22%,코스닥,17850,16,150800,82100,68700,1.8367844092570036,-54300.0,0.639920424403183,141111.0,4.0,매수,5.67배 ," 16,744원"," 16,744원",173.18,548.0,5.67,16744.0,0.53
셀트리온제약 *,79200.0,400.0,+0.51%,75500.0,76500.0,26197.0,2085.0,144254.0,2022-07-12,068760,,,,,,37681053,37681053,2891231,7.67%,106.06,+0.29%,코스닥,29693,6,173597,71300,102297,2.4347405329593266,-94397.0,0.45622908229980935,,,,8.91배 ," 8,840원"," 8,840원",94.03,838.0,8.91,8840.0,
녹십자홀딩스,20300.0,100.0,+0.50%,19900.0,20250.0,11432.0,231.0,68298.0,2022-07-12,005250,,,,,,47028210,47028210,2661245,5.66%,106.06,+0.27%,코스피,9641,216,35100,18250,16850,1.9232876712328768,-14800.0,0.5783475783475783,,,,0.92배 ," 22,231원"," 22,231원",25.34,809.0,0.92,22231.0,1.95
보령,10800.0,50.0,+0.47%,10550.0,10700.0,11954.0,128.0,116036.0,2022-07-12,003850,1684.0,139.0,96.0,8.25,5.7,68690000,68690000,4805112,7.00%,106.06,+0.29%,코스피,7281,260,20200,9600,10600,2.1041666666666665,-9400.0,0.5346534653465347,16500.0,4.0,매수,1.46배 ," 7,266원"," 7,266원",20.7,512.0,1.46,7266.0,0.94
신일제약 *,9160.0,40.0,+0.44%,9120.0,9130.0,5179.0,47.0,40618.0,2022-07-12,012790,,,,,,11541464,11541464,200973,1.74%,106.06,+0.22%,코스닥,1058,781,18530,7520,11010,2.464095744680851,-9370.0,0.49433351322180247,,,,0.89배 ," 10,296원"," 10,296원",12.86,713.0,0.89,10296.0,1.06
일양약품,23700.0,100.0,+0.42%,24200.0,24250.0,12670.0,302.0,104310.0,2022-07-12,007570,,,,,,19085664,19085664,1957482,10.26%,106.06,+0.27%,코스피,4504,340,38200,20550,17650,1.8588807785888077,-14500.0,0.6204188481675392,,,,1.94배 ," 12,149원"," 12,149원",23.05,1024.0,1.94,12149.0,0.85
JW중외제약,24250.0,100.0,+0.41%,24150.0,24250.0,1781.0,43.0,59750.0,2022-07-12,001060,1659.0,156.0,100.0,9.4,6.03,22178081,22178081,1704253,7.68%,106.06,+0.22%,코스피,5345,311,31900,18200,13700,1.7527472527472527,-7650.0,0.7601880877742947,35667.0,4.0,매수,2.76배 ," 8,745원"," 8,745원",123.59,195.0,2.76,8745.0,1.31
아미노로직스 *,2640.0,10.0,+0.38%,2630.0,2635.0,185191.0,482.0,1954940.0,2022-07-12,074430,,,,,,87826844,87826844,1023791,1.17%,106.06,+0.27%,코스닥,2301,348,3335,1805,1530,1.8476454293628808,-695.0,0.7916041979010495,,,,3.67배 , 713원, 713원,29.77,88.0,3.67,713.0,
이수앱지스 *,8320.0,30.0,+0.36%,8290.0,8300.0,39460.0,329.0,489913.0,2022-07-12,086890,,,,,,33182668,33182668,154277,0.46%,106.06,+0.22%,코스닥,2870,247,16850,6220,10630,2.7090032154340835,-8530.0,0.4937685459940653,,,,4.31배 ," 2,007원"," 2,007원",,-21.0,4.31,2007.0,
SK바이오사이언스,147000.0,500.0,+0.34%,148000.0,148500.0,414740.0,61886.0,2640140.0,2022-07-12,302440,1404.0,574.0,448.0,40.91,31.89,76784046,76784046,3020944,3.93%,106.06,+0.22%,코스피,113256,29,362000,95100,266900,3.8065194532071502,-215000.0,0.40607734806629836,145571.0,4.0,매수,6.92배 ," 21,327원"," 21,327원",33.09,4457.0,6.92,21327.0,
명문제약,3280.0,10.0,+0.31%,3270.0,3290.0,6965.0,22.0,46957.0,2022-07-12,017180,,,,,,33953454,33953454,324052,0.95%,106.06,+0.22%,코스피,1120,759,6400,2850,3550,2.245614035087719,-3120.0,0.5125,,,,1.37배 ," 2,402원"," 2,402원",,-192.0,1.37,2402.0,
영진약품,3605.0,10.0,+0.28%,3560.0,3585.0,21919.0,79.0,399999.0,2022-07-12,003520,,,,,,182892731,182892731,8451454,4.62%,106.06,+0.22%,코스피,6648,278,5950,3335,2615,1.7841079460269864,-2345.0,0.6058823529411764,,,,6.43배 , 565원, 565원,,-62.0,6.43,565.0,
대화제약 *,7230.0,20.0,+0.28%,7120.0,7280.0,1200.0,9.0,40282.0,2022-07-12,067080,,,,,,18616650,18616650,210495,1.13%,106.06,+0.27%,코스닥,1340,622,12700,5940,6760,2.138047138047138,-5470.0,0.5692913385826772,,,,1.58배 ," 4,543원"," 4,543원",51.43,140.0,1.58,4543.0,2.08
삼진제약,24650.0,50.0,+0.20%,24600.0,24650.0,173.0,4.0,42028.0,2022-07-12,005500,,,,,,13900000,13900000,1044891,7.52%,106.06,+0.29%,코스피,3412,416,29500,23400,6100,1.2606837606837606,-4850.0,0.8355932203389831,,,,1.32배 ," 18,529원"," 18,529원",13.53,1815.0,1.32,18529.0,3.26
경남제약 *,2785.0,5.0,+0.18%,2880.0,2890.0,134818.0,379.0,440923.0,2022-07-12,053950,,,,,,30849565,30849565,959728,3.11%,106.06,+0.22%,코스닥,855,947,8612,2220,6392,3.879279279279279,-5827.0,0.3233859730608453,,,,0.88배 ," 3,134원"," 3,134원",,-414.0,0.88,3134.0,
화일약품 *,2735.0,5.0,+0.18%,2740.0,2745.0,64393.0,175.0,1834861.0,2022-07-12,061250,,,,,,68052006,68052006,1814695,2.67%,106.06,+0.27%,코스닥,1885,417,4095,1970,2125,2.0786802030456855,-1360.0,0.6678876678876678,,,,1.00배 ," 2,781원"," 2,781원",45.41,61.0,1.0,2781.0,
조아제약 *,2935.0,5.0,+0.17%,2935.0,2945.0,4867.0,14.0,137330.0,2022-07-12,034940,,,,,,30979827,30979827,406372,1.31%,106.06,+0.22%,코스닥,903,909,5420,2480,2940,2.185483870967742,-2485.0,0.5415129151291513,,,,1.85배 ," 1,574원"," 1,574원",,-260.0,1.85,1574.0,
에이프로젠제약,615.0,1.0,+0.16%,611.0,613.0,54592.0,33.0,1366458.0,2022-07-12,003060,,,,,,398575882,398575882,15090448,3.79%,106.06,+0.22%,코스피,2427,513,1365,521,844,2.619961612284069,-750.0,0.45054945054945056,,,,0.48배 ," 1,279원"," 1,279원",26.48,23.0,0.48,1279.0,
알리코제약 *,6270.0,10.0,+0.16%,6280.0,6320.0,2211.0,14.0,12451.0,2022-07-12,260660,,,,,,15327021,15327021,200361,1.31%,106.06,+0.22%,코스닥,963,860,9770,5410,4360,1.8059149722735675,-3500.0,0.6417604912998977,,,,1.14배 ," 5,527원"," 5,527원",17.02,369.0,1.14,5527.0,1.12
유유제약1우,8830.0,10.0,+0.11%,8550.0,9000.0,1975.0,17.0,10580.0,2022-07-12,000225,,,,,,2266930,2266930,16744,0.74%,106.06,+0.27%,코스피,197,1277,16000,7350,8650,2.17687074829932,-7170.0,0.551875,,,,1.37배 ," 6,335원"," 6,335원",,-142.0,1.37,6335.0,1.26
초록뱀헬스케어,984.0,1.0,+0.10%,983.0,993.0,8771.0,8.0,109350.0,2022-07-12,118000,,,,,,84704985,84704985,906638,1.07%,106.06,+0.29%,코스피,833,880,2155,860,1295,2.505813953488372,-1171.0,0.4566125290023202,,,,0.69배 ," 1,429원"," 1,429원",13.11,75.0,0.69,1429.0,
유유제약,6580.0,0.0,0.00%,6500.0,6540.0,8340.0,54.0,77272.0,2022-07-12,000220,,,,,,17232351,17232351,429912,2.49%,106.06,+0.22%,코스피,1130,758,11600,5500,6100,2.109090909090909,-5020.0,0.5672413793103448,,,,1.04배 ," 6,335원"," 6,335원",,-142.0,1.04,6335.0,1.6
유유제약2우B,17050.0,0.0,0.00%,16650.0,18400.0,0.0,0.0,425.0,2022-07-12,000227,,,,,,325560,325560,459,0.14%,106.06,+0.22%,코스피,54,1741,33500,15050,18450,2.2259136212624586,-16450.0,0.508955223880597,,,,2.64배 ," 6,335원"," 6,335원",,-142.0,2.64,6335.0,0.66
동아쏘시오홀딩스,103000.0,0.0,0.00%,103000.0,103500.0,37.0,3.0,1834.0,2022-07-12,000640,2441.0,192.0,193.0,7.89,7.91,6348913,6348913,795729,12.53%,106.06,+0.29%,코스피,6698,277,140000,92100,47900,1.520086862106406,-37000.0,0.7357142857142858,152500.0,4.0,매수,0.69배 ," 152,685원"," 152,685원",11.98,8807.0,0.69,152685.0,1.42
JW중외제약2우B,70300.0,0.0,0.00%,69500.0,70300.0,0.0,0.0,92.0,2022-07-12,001067,1659.0,156.0,100.0,9.4,6.03,102927,102927,248,0.24%,106.06,+0.22%,코스피,72,1643,73300,46649,26651,1.5713091384595597,-3000.0,0.9590723055934516,35667.0,4.0,매수,8.04배 ," 8,745원"," 8,745원",360.51,195.0,8.04,8745.0,0.46
안국약품 *,8340.0,0.0,0.00%,8300.0,8330.0,1234.0,10.0,16850.0,2022-07-12,001540,,,,,,13042420,13042420,455610,3.49%,106.06,+0.22%,코스닥,1084,765,14350,7270,7080,1.9738651994497938,-6010.0,0.581184668989547,,,,0.66배 ," 12,582원"," 12,582원",26.55,313.0,0.66,12582.0,2.65
한올바이오파마,17650.0,0.0,0.00%,17700.0,17800.0,9881.0,174.0,285242.0,2022-07-12,009420,283.0,32.0,26.0,11.31,9.07,52240638,52240638,3059638,5.86%,106.06,+0.29%,코스피,9220,222,27250,14950,12300,1.8227424749163879,-9600.0,0.6477064220183486,24333.0,4.0,매수,5.79배 ," 3,049원"," 3,049원",215.24,82.0,5.79,3049.0,
제일바이오 *,1875.0,0.0,0.00%,1870.0,1875.0,4957.0,9.0,44936.0,2022-07-12,052670,,,,,,29129064,29129064,598668,2.06%,106.06,+0.22%,코스닥,546,1246,4530,1635,2895,2.770642201834862,-2655.0,0.4139072847682119,,,,1.44배 ," 1,302원"," 1,302원",,-49.0,1.44,1302.0,
대웅제약,175000.0,0.0,0.00%,175000.0,175500.0,1697.0,298.0,65770.0,2022-07-12,069620,3093.0,241.0,157.0,7.79,5.08,11586575,11586575,878797,7.58%,106.06,+0.22%,코스피,2566,131,188500,127000,61500,1.484251968503937,-13500.0,0.9283819628647215,220385.0,4.0,매수,3.31배 ," 53,627원"," 53,627원",33.5,5298.0,3.31,53627.0,0.34
비보존 헬스케어 *,963.0,0.0,0.00%,963.0,969.0,9732.0,9.0,264213.0,2022-07-12,082800,,,,,,234042627,234042627,3887301,1.66%,106.06,+0.22%,코스닥,2198,363,1685,805,880,2.093167701863354,-722.0,0.571513353115727,,,,2.10배 , 448원, 448원,,-431.0,2.1,448.0,
